# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Thu Jul  3 15:25:26 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.00072566 -1.33000 9.30103 0.2500000000 1.8403257998    0.250 -1.934  3.5862  5.067    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.56e-16      0.00 7.473e-01 2.519e-01 1.382e-04 3.729e-05 3.382e-04 -1.000 7.687e-04 9.606 13.890 11.382 10.012 9.468 9.151
0.00072566 -1.33000 9.30103 0.3000000417 1.9529140366    0.300 -1.778  3.5948  5.024    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-15      0.00 7.471e-01 2.521e-01 1.382e-04 3.729e-05 3.382e-04 -1.000 7.688e-04 9.215 13.298 10.883 9.577 9.064 8.767
0.00072566 -1.33000 9.30103 0.3423970938 2.0307776031    0.342 -1.656  3.6007  4.983    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.53e-15      0.00 7.480e-01 2.512e-01 1.382e-04 3.729e-05 3.382e-04 -1.000 7.687e-04 8.909 12.859 10.504 9.242 8.749 8.465
0.00072566 -1.33000 9.30103 0.3499999940 2.0434174644    0.350 -1.635  3.6017  4.976    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.6e-15      0.00 7.481e-01 2.512e-01 1.382e-04 3.729e-05 3.382e-04 -1.000 7.687e-04 8.857 12.786 10.441 9.186 8.696 8.414
0.00072566 -1.33000 9.30103 0.4000000060 2.1185024399    0.400 -1.492  3.6120  4.932    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-15      0.00 7.496e-01 2.496e-01 1.382e-04 3.729e-05 3.382e-04 -1.000 7.687e-04 8.500 12.217 9.967 8.784 8.326 8.064
0.00072566 -1.33000 9.30103 0.4500000179 2.1822809362    0.450 -1.328  3.6280  4.883    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-15      0.00 7.496e-01 2.496e-01 1.382e-04 3.729e-05 3.382e-04 -1.000 7.687e-04 8.090 11.499 9.384 8.309 7.899 7.667
0.00072566 -1.33000 9.30103 0.5000000000 2.2374541529    0.500 -1.145  3.6517  4.840    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.84e-15      0.00 7.496e-01 2.496e-01 1.382e-04 3.729e-05 3.382e-04 -1.000 7.687e-04 7.632 10.598 8.687 7.764 7.423 7.234
0.00072566 -1.33000 9.30103 0.5134170651 2.2508706657    0.513 -1.094  3.6589  4.830    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.44e-15      0.00 7.512e-01 2.481e-01 1.374e-04 3.707e-05 3.362e-04 -1.000 7.686e-04 7.504 10.331 8.490 7.612 7.290 7.114
0.00072566 -1.33000 9.30103 0.5500000715 2.2836583126    0.550 -0.961  3.6778  4.802    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.36e-15      0.00 7.556e-01 2.436e-01 1.351e-04 3.645e-05 3.306e-04 -1.000 7.687e-04 7.172 9.632 7.988 7.224 6.949 6.805
0.00072566 -1.33000 9.30103 0.6000000238 2.3211213258    0.600 -0.788  3.7014  4.762    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-14      0.00 7.573e-01 2.419e-01 1.343e-04 3.623e-05 3.286e-04 -1.000 7.687e-04 6.740 8.779 7.388 6.742 6.513 6.403
0.00072566 -1.33000 9.30103 0.6144412756 2.3306452344    0.614 -0.739  3.7088  4.752    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-14      0.00 7.579e-01 2.413e-01 1.340e-04 3.615e-05 3.280e-04 -1.000 7.468e-04 6.617 8.540 7.221 6.608 6.392 6.291
0.00072566 -1.33000 9.30103 0.6499999762 2.3520353107    0.650 -0.621  3.7264  4.730    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-14      0.00 7.595e-01 2.398e-01 1.332e-04 3.595e-05 3.262e-04 -1.000 7.384e-04 6.324 8.001 6.839 6.296 6.110 6.032
0.00072566 -1.33000 9.30103 0.6682559848 2.3620056630    0.668 -0.563  3.7354  4.719    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-14      0.00 7.604e-01 2.388e-01 1.328e-04 3.583e-05 3.251e-04 -1.000 7.304e-04 6.176 7.745 6.653 6.143 5.971 5.904
0.00072566 -1.33000 9.30103 0.6999999881 2.3779266974    0.700 -0.463  3.7505  4.700    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-14      0.00 7.622e-01 2.370e-01 1.319e-04 3.561e-05 3.231e-04 -1.000 7.566e-04 5.928 7.336 6.346 5.892 5.744 5.695
0.00072566 -1.33000 9.30103 0.7079180479 2.3816429644    0.708 -0.439  3.7541  4.696    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 7.628e-01 2.364e-01 1.314e-04 3.553e-05 3.225e-04 -1.000 7.552e-04 5.868 7.241 6.273 5.833 5.690 5.646
0.00072566 -1.33000 9.30103 0.7500000000 2.3998889087    0.750 -0.314  3.7727  4.670    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-14      0.00 7.662e-01 2.331e-01 1.284e-04 3.508e-05 3.188e-04 -1.000 7.135e-04 5.556 6.774 5.902 5.530 5.418 5.394
0.00072566 -1.33000 9.30103 0.7949387431 2.4169414360    0.795 -0.187  3.7879  4.629    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.42e-14      0.00 7.734e-01 2.259e-01 1.252e-04 3.421e-05 3.110e-04 -1.000 7.140e-04 5.239 6.365 5.544 5.226 5.138 5.132
0.00072566 -1.33000 9.30103 0.8000000119 2.4187244405    0.800 -0.173  3.7896  4.625    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.58e-14      0.00 7.743e-01 2.250e-01 1.248e-04 3.410e-05 3.100e-04 -1.000 7.103e-04 5.204 6.322 5.505 5.193 5.107 5.103
0.00072566 -1.33000 9.30103 0.8500000238 2.4350346840    0.849 -0.038  3.8050  4.577    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.41e-14      0.00 7.790e-01 2.203e-01 1.228e-04 3.358e-05 3.055e-04 -1.000 6.880e-04 4.865 5.925 5.128 4.869 4.808 4.821
0.00072566 -1.33000 9.30103 0.8517950773 2.4355794249    0.851 -0.033  3.8056  4.576    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.48e-14      0.00 7.790e-01 2.203e-01 1.228e-04 3.359e-05 3.055e-04 -1.000 6.895e-04 4.853 5.911 5.114 4.858 4.797 4.811
0.00072566 -1.33000 9.30103 0.8823530078 2.4444631488    0.882  0.047  3.8148  4.547    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -7.92e-14      0.00 7.789e-01 2.204e-01 1.233e-04 3.373e-05 3.069e-04 -1.000 7.421e-04 4.653 5.690 4.892 4.665 4.620 4.643
0.00072566 -1.33000 9.30103 0.8999999762 2.4492786016    0.899  0.092  3.8200  4.531    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.87e-14      0.00 7.787e-01 2.206e-01 1.236e-04 3.383e-05 3.079e-04 -1.000 7.339e-04 4.539 5.567 4.766 4.555 4.517 4.547
0.00072566 -1.33000 9.30103 0.9092736244 2.4517231802    0.909  0.116  3.8228  4.524    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -9.4e-14      0.00 7.788e-01 2.205e-01 1.236e-04 3.382e-05 3.078e-04 -1.000 7.145e-04 4.481 5.504 4.700 4.498 4.465 4.498
0.00072566 -1.33000 9.30103 0.9500000477 2.4618122009    0.949  0.217  3.8349  4.490    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 7.789e-01 2.204e-01 1.235e-04 3.380e-05 3.076e-04 -1.000 7.149e-04 4.227 5.238 4.417 4.251 4.237 4.284
0.00072566 -1.33000 9.30103 0.9917988181 2.4711823625    0.992  0.319  3.8480  4.459    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-13      0.00 7.787e-01 2.206e-01 1.236e-04 3.384e-05 3.079e-04 -1.000 6.976e-04 3.972 4.980 4.130 4.004 4.012 4.074
0.00072566 -1.33000 9.30103 1.0000000000 2.4729154477    1.000  0.339  3.8506  4.454    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-13      0.00 7.785e-01 2.208e-01 1.237e-04 3.385e-05 3.081e-04 -1.000 6.953e-04 3.923 4.930 4.074 3.956 3.968 4.033
0.00072566 -1.33000 9.30103 1.0186090469 2.4767291733    1.018  0.383  3.8572  4.444    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-13      0.00 7.789e-01 2.204e-01 1.235e-04 3.382e-05 3.077e-04 -1.000 6.935e-04 3.813 4.820 3.948 3.849 3.872 3.946
0.00072566 -1.33000 9.30103 1.0499999523 2.4828114860    1.049  0.457  3.8683  4.427    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-13      0.00 7.793e-01 2.200e-01 1.234e-04 3.377e-05 3.073e-04 -1.000 7.085e-04 3.626 4.639 3.735 3.669 3.713 3.798
0.00072566 -1.33000 9.30103 1.0519343615 2.4831726658    1.051  0.462  3.8691  4.426    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-13      0.00 7.794e-01 2.199e-01 1.234e-04 3.377e-05 3.073e-04 -1.000 7.100e-04 3.615 4.628 3.722 3.659 3.703 3.790
0.00072566 -1.33000 9.30103 1.0723696947 2.4868968652    1.071  0.509  3.8774  4.421    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-13      0.00 7.798e-01 2.194e-01 1.232e-04 3.371e-05 3.068e-04 -1.000 7.121e-04 3.497 4.514 3.585 3.547 3.606 3.702
0.00072566 -1.33000 9.30103 1.0907052755 2.4901021620    1.090  0.551  3.8848  4.416    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-13      0.00 7.801e-01 2.192e-01 1.231e-04 3.368e-05 3.065e-04 -1.000 7.150e-04 3.393 4.415 3.465 3.449 3.521 3.625
0.00072566 -1.33000 9.30103 1.1000000238 2.4916801480    1.099  0.571  3.8884  4.413    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-13      0.00 7.802e-01 2.191e-01 1.230e-04 3.367e-05 3.064e-04 -1.000 7.110e-04 3.342 4.365 3.405 3.400 3.479 3.587
0.00072566 -1.33000 9.30103 1.1349942684 2.4973555193    1.134  0.650  3.9027  4.405    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.66e-13      0.00 7.807e-01 2.186e-01 1.228e-04 3.362e-05 3.060e-04 -1.000 7.038e-04 3.145 4.178 3.181 3.219 3.324 3.446
0.00072566 -1.33000 9.30103 1.1499999762 2.4996678137    1.149  0.684  3.9087  4.401    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.79e-13      0.00 7.809e-01 2.184e-01 1.227e-04 3.360e-05 3.058e-04 -1.000 7.003e-04 3.061 4.098 3.086 3.143 3.258 3.387
0.00072566 -1.33000 9.30103 1.1889692545 2.5053604998    1.188  0.772  3.9233  4.386    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-13      0.00 7.813e-01 2.180e-01 1.226e-04 3.355e-05 3.054e-04 -1.000 7.023e-04 2.841 3.889 2.849 2.951 3.092 3.233
0.00072566 -1.33000 9.30103 1.2000000477 2.5068948796    1.199  0.797  3.9273  4.381    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -3.3e-13      0.00 7.814e-01 2.178e-01 1.225e-04 3.354e-05 3.053e-04 -1.000 7.071e-04 2.778 3.829 2.783 2.898 3.045 3.189
0.00072566 -1.33000 9.30103 1.2313373089 2.5110819187    1.231  0.868  3.9376  4.362    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.67e-13      0.00 7.818e-01 2.175e-01 1.224e-04 3.351e-05 3.050e-04 -1.000 6.814e-04 2.600 3.659 2.605 2.750 2.913 3.063
0.00072566 -1.33000 9.30103 1.2500000000 2.5134610955    1.249  0.911  3.9430  4.348    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.93e-13      0.00 7.820e-01 2.173e-01 1.223e-04 3.350e-05 3.049e-04 -1.000 6.687e-04 2.493 3.557 2.502 2.662 2.832 2.985
0.00072566 -1.33000 9.30103 1.2533018589 2.5138735517    1.253  0.918  3.9439  4.345    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.97e-13      0.00 7.820e-01 2.173e-01 1.223e-04 3.349e-05 3.048e-04 -1.000 6.712e-04 2.475 3.539 2.484 2.646 2.818 2.971
0.00072566 -1.33000 9.30103 1.2778449059 2.5168627106    1.277  0.974  3.9493  4.319    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-13      0.00 7.823e-01 2.171e-01 1.222e-04 3.348e-05 3.045e-04 -1.000 6.937e-04 2.334 3.402 2.348 2.525 2.703 2.859
0.00072566 -1.33000 9.30103 1.2999999523 2.5194498592    1.299  1.026  3.9524  4.287    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.79e-13      0.00 7.824e-01 2.168e-01 1.222e-04 3.347e-05 3.044e-04 -1.000 7.150e-04 2.205 3.276 2.223 2.408 2.591 2.747
0.00072566 -1.33000 9.30103 1.3123202324 2.5208451695    1.312  1.055  3.9526  4.263    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -5.07e-13      0.00 7.825e-01 2.168e-01 1.221e-04 3.346e-05 3.043e-04 -1.000 7.046e-04 2.132 3.203 2.148 2.334 2.518 2.674
0.00072566 -1.33000 9.30103 1.3268221617 2.5224494363    1.326  1.090  3.9512  4.227    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -5.48e-13      0.00 7.825e-01 2.168e-01 1.221e-04 3.346e-05 3.043e-04 -1.000 7.023e-04 2.044 3.116 2.055 2.241 2.424 2.579
0.00072566 -1.33000 9.30103 1.3420820236 2.5240945708    1.342  1.128  3.9477  4.180    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-13      0.00 7.824e-01 2.169e-01 1.222e-04 3.348e-05 3.044e-04 -1.000 6.851e-04 1.950 3.022 1.953 2.134 2.314 2.465
0.00072566 -1.33000 9.30103 1.3500000238 2.5249313598    1.350  1.148  3.9450  4.152    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -6.36e-13      0.00 7.824e-01 2.169e-01 1.222e-04 3.349e-05 3.045e-04 -1.000 6.714e-04 1.900 2.972 1.898 2.075 2.252 2.401
0.00072566 -1.33000 9.30103 1.3615386486 2.5261307662    1.361  1.178  3.9402  4.107    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -6.89e-13      0.00 7.823e-01 2.170e-01 1.223e-04 3.349e-05 3.046e-04 -1.000 6.760e-04 1.826 2.899 1.814 1.984 2.156 2.301
0.00072566 -1.33000 9.30103 1.3732177019 2.5273211952    1.373  1.210  3.9344  4.056    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -7.55e-13      0.00 7.822e-01 2.171e-01 1.223e-04 3.350e-05 3.047e-04 -1.000 6.712e-04 1.746 2.820 1.726 1.885 2.051 2.191
0.00072566 -1.33000 9.30103 1.3810944557 2.5281110009    1.381  1.234  3.9317  4.023    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.08e-13      0.00 7.821e-01 2.172e-01 1.224e-04 3.352e-05 3.048e-04 -1.000 6.860e-04 1.686 2.761 1.661 1.815 1.978 2.116
0.00072566 -1.33000 9.30103 1.3823567629 2.5282366110    1.382  1.239  3.9328  4.022    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.17e-13      0.00 7.821e-01 2.172e-01 1.224e-04 3.352e-05 3.049e-04 -1.000 6.848e-04 1.672 2.748 1.648 1.805 1.970 2.108
0.00072566 -1.33000 9.30103 1.3869544268 2.5286918950    1.387  1.266  3.9433  4.039    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -8.4e-13      0.00 7.820e-01 2.173e-01 1.224e-04 3.353e-05 3.049e-04 -1.000 6.986e-04 1.605 2.682 1.593 1.773 1.951 2.096
0.00072566 -1.33000 9.30103 1.3880497217 2.5287998452    1.388  1.281  3.9523  4.061    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.46e-13      0.00 7.820e-01 2.173e-01 1.224e-04 3.353e-05 3.050e-04 -1.000 7.031e-04 1.569 2.645 1.572 1.769 1.957 2.108
0.00072566 -1.33000 9.30103 1.3885562420 2.5288497007    1.388  1.296  3.9614  4.082    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.53e-13      0.00 7.820e-01 2.173e-01 1.224e-04 3.354e-05 3.050e-04 -1.000 7.045e-04 1.530 2.605 1.553 1.766 1.963 2.119
0.00072566 -1.33000 9.30103 1.3888309002 2.5288767171    1.388  1.314  3.9704  4.100    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.71e-13      0.00 7.819e-01 2.174e-01 1.224e-04 3.354e-05 3.050e-04 -1.000 7.047e-04 1.484 2.558 1.531 1.758 1.963 2.123
0.00072566 -1.33000 9.30103 1.3890075684 2.5288940884    1.389  1.335  3.9782  4.111    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -9.01e-13      0.00 7.819e-01 2.174e-01 1.224e-04 3.354e-05 3.050e-04 -1.000 7.049e-04 1.433 2.505 1.504 1.741 1.952 2.117
0.00072566 -1.33000 9.30103 1.3890558481 2.5288988347    1.389  1.341  3.9802  4.113    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -9.12e-13      0.00 7.819e-01 2.174e-01 1.224e-04 3.354e-05 3.050e-04 -1.000 7.050e-04 1.417 2.490 1.495 1.735 1.948 2.113
0.00072566 -1.33000 9.30103 1.3891440630 2.5289075060    1.389  1.330  3.9720  4.091    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -9.12e-13      0.00 7.819e-01 2.174e-01 1.224e-04 3.354e-05 3.050e-04 -1.000 7.050e-04 1.445 2.519 1.497 1.726 1.933 2.094
0.00072566 -1.33000 9.30103 1.3892254829 2.5289155082    1.389  1.332  3.9626  4.051    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -9.56e-13      0.00 7.819e-01 2.174e-01 1.225e-04 3.354e-05 3.050e-04 -1.000 7.052e-04 1.440 2.515 1.465 1.681 1.880 2.035
0.00072566 -1.33000 9.30103 1.3893579245 2.5289285228    1.389  1.351  3.9515  3.988    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-12      0.00 7.819e-01 2.174e-01 1.225e-04 3.354e-05 3.050e-04 -1.000 7.053e-04 1.393 2.470 1.390 1.590 1.778 1.927
0.00072566 -1.33000 9.30103 1.3895671368 2.5289490755    1.389  1.367  3.9400  3.925    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-12      0.00 7.819e-01 2.174e-01 1.225e-04 3.354e-05 3.051e-04 -1.000 7.055e-04 1.351 2.429 1.327 1.507 1.683 1.823
0.00072566 -1.33000 9.30103 1.3898917437 2.5289809503    1.389  1.379  3.9283  3.867    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-12      0.00 7.819e-01 2.174e-01 1.225e-04 3.355e-05 3.051e-04 -1.000 7.057e-04 1.323 2.403 1.286 1.441 1.603 1.735
0.00072566 -1.33000 9.30103 1.3903671503 2.5290276021    1.390  1.387  3.9164  3.812    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-12      0.00 7.819e-01 2.174e-01 1.225e-04 3.355e-05 3.051e-04 -1.000 7.061e-04 1.303 2.384 1.264 1.387 1.533 1.656
0.00072566 -1.33000 9.30103 1.3909578323 2.5290855147    1.391  1.394  3.9038  3.754    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-12      0.00 7.818e-01 2.175e-01 1.225e-04 3.355e-05 3.051e-04 -1.000 7.067e-04 1.285 2.369 1.254 1.341 1.467 1.581
0.00072566 -1.33000 9.30103 1.3915621042 2.5291447013    1.391  1.400  3.8908  3.696    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-12      0.00 7.818e-01 2.175e-01 1.225e-04 3.356e-05 3.052e-04 -1.000 7.073e-04 1.270 2.357 1.255 1.302 1.406 1.509
0.00072566 -1.33000 9.30103 1.3921033144 2.5291976610    1.392  1.405  3.8776  3.639    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-12      0.00 7.818e-01 2.175e-01 1.225e-04 3.356e-05 3.052e-04 -1.000 7.077e-04 1.258 2.350 1.268 1.274 1.356 1.447
0.00072566 -1.33000 9.30103 1.3925626278 2.5292425696    1.392  1.408  3.8647  3.585    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-12      0.00 7.817e-01 2.175e-01 1.225e-04 3.356e-05 3.052e-04 -1.000 7.082e-04 1.250 2.347 1.288 1.253 1.312 1.391
0.00072566 -1.33000 9.30103 1.3929506540 2.5292804817    1.393  1.410  3.8522  3.532    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-12      0.00 7.817e-01 2.176e-01 1.225e-04 3.356e-05 3.052e-04 -1.000 7.085e-04 1.245 2.349 1.312 1.239 1.275 1.341
