theTime,MJD,euvalue,sqldataType
2022-07-01 00:00:11.615000,59761.0001344329,-0.0343834437,float
2022-07-01 00:00:11.871000,59761.0001373958,-0.0340282485,float
2022-07-01 00:00:12.127000,59761.0001403588,-0.0332077879,float
2022-07-01 00:00:12.383000,59761.0001433218,-0.0325543023,float
2022-07-01 00:00:12.639000,59761.0001462847,-0.0322467158,float
2022-07-01 00:00:12.895000,59761.0001492477,-0.0320176005,float
2022-07-01 00:00:13.151000,59761.0001522106,-0.0312010120,float
2022-07-01 00:00:13.407000,59761.0001551736,-0.0304818978,float
2022-07-01 00:00:13.663000,59761.0001581366,-0.0301035733,float
2022-07-01 00:00:13.919000,59761.0001610995,-0.0299101494,float
2022-07-01 00:00:14.175000,59761.0001640625,-0.0298963566,float
2022-07-01 00:00:14.431000,59761.0001670255,-0.0295121271,float
2022-07-01 00:00:14.687000,59761.0001699884,-0.0287326314,float
2022-07-01 00:00:14.943000,59761.0001729514,-0.0275393731,float
2022-07-01 00:00:15.199000,59761.0001759143,-0.0271359430,float
2022-07-01 00:00:15.455000,59761.0001788773,-0.0268219236,float
2022-07-01 00:00:15.711000,59761.0001818403,-0.0263281942,float
2022-07-01 00:00:15.967000,59761.0001848032,-0.0257820909,float
2022-07-01 00:00:16.223000,59761.0001877662,-0.0251410742,float
2022-07-01 00:00:16.479000,59761.0001907292,-0.0248214602,float
2022-07-01 00:00:16.735000,59761.0001936921,-0.0248595778,float
2022-07-01 00:00:16.991000,59761.0001966551,-0.0240936022,float
2022-07-01 00:00:17.247000,59761.0001996181,-0.0234983793,float
2022-07-01 00:00:17.503000,59761.0002025810,-0.0225431449,float
2022-07-01 00:00:17.759000,59761.0002055440,-0.0220467181,float
2022-07-01 00:00:18.015000,59761.0002085069,-0.0216367391,float
2022-07-01 00:00:18.271000,59761.0002114699,-0.0216162955,float
2022-07-01 00:00:18.527000,59761.0002144329,-0.0212849712,float
2022-07-01 00:00:18.783000,59761.0002173958,-0.0209547203,float
2022-07-01 00:00:19.039000,59761.0002203588,-0.0204538008,float
2022-07-01 00:00:19.295000,59761.0002233218,-0.0200643689,float
2022-07-01 00:00:19.551000,59761.0002262847,-0.0196701993,float
2022-07-01 00:00:19.807000,59761.0002292477,-0.0195429334,float
2022-07-01 00:00:20.063000,59761.0002322106,-0.0193235215,float
2022-07-01 00:00:20.319000,59761.0002351736,-0.0190033228,float
2022-07-01 00:00:20.575000,59761.0002381366,-0.0185812419,float
2022-07-01 00:00:20.831000,59761.0002410995,-0.0182180739,float
2022-07-01 00:00:21.087000,59761.0002440625,-0.0179132053,float
2022-07-01 00:00:21.343000,59761.0002470255,-0.0178419287,float
2022-07-01 00:00:21.599000,59761.0002499884,-0.0175846442,float
2022-07-01 00:00:21.855000,59761.0002529514,-0.0177310969,float
2022-07-01 00:00:22.111000,59761.0002559144,-0.0173753696,float
2022-07-01 00:00:22.367000,59761.0002588773,-0.0167203433,float
2022-07-01 00:00:22.623000,59761.0002618403,-0.0159329615,float
2022-07-01 00:00:22.879000,59761.0002648032,-0.0154770780,float
2022-07-01 00:00:23.135000,59761.0002677662,-0.0157090923,float
2022-07-01 00:00:23.391000,59761.0002707292,-0.0156316695,float
2022-07-01 00:00:23.647000,59761.0002736921,-0.0153421898,float
2022-07-01 00:00:23.903000,59761.0002766551,-0.0149958535,float
2022-07-01 00:00:24.159000,59761.0002796181,-0.0145300417,float
2022-07-01 00:00:24.415000,59761.0002825810,-0.0145153089,float
2022-07-01 00:00:24.671000,59761.0002855440,-0.0142811981,float
2022-07-01 00:00:24.927000,59761.0002885069,-0.0139895218,float
2022-07-01 00:00:25.183000,59761.0002914699,-0.0139681088,float
2022-07-01 00:00:25.439000,59761.0002944329,-0.0138346142,float
2022-07-01 00:00:25.695000,59761.0002973958,-0.0135872605,float
2022-07-01 00:00:25.951000,59761.0003003588,-0.0132002723,float
2022-07-01 00:00:26.207000,59761.0003033218,-0.0131444715,float
2022-07-01 00:00:26.463000,59761.0003062847,-0.0135173408,float
2022-07-01 00:00:26.719000,59761.0003092477,-0.0132484151,float
2022-07-01 00:00:26.975000,59761.0003122107,-0.0133891166,float
2022-07-01 00:00:27.231000,59761.0003151736,-0.0134956246,float
2022-07-01 00:00:27.487000,59761.0003181366,-0.0140721207,float
2022-07-01 00:00:27.743000,59761.0003210995,-0.0137383782,float
2022-07-01 00:00:27.999000,59761.0003240625,-0.0141636711,float
2022-07-01 00:00:28.255000,59761.0003270255,-0.0146507259,float
2022-07-01 00:00:28.511000,59761.0003299884,-0.0150616353,float
2022-07-01 00:00:28.767000,59761.0003329514,-0.0157164864,float
2022-07-01 00:00:29.023000,59761.0003359144,-0.0155550822,float
2022-07-01 00:00:29.279000,59761.0003388773,-0.0155707584,float
2022-07-01 00:00:29.535000,59761.0003418403,-0.0157374474,float
2022-07-01 00:00:29.791000,59761.0003448032,-0.0153524202,float
2022-07-01 00:00:30.047000,59761.0003477662,-0.0160595237,float
2022-07-01 00:00:30.303000,59761.0003507292,-0.0170498503,float
2022-07-01 00:00:30.559000,59761.0003536921,-0.0179537074,float
2022-07-01 00:00:30.815000,59761.0003566551,-0.0180810093,float
2022-07-01 00:00:31.071000,59761.0003596181,-0.0190393315,float
2022-07-01 00:00:31.327000,59761.0003625810,-0.0199296966,float
2022-07-01 00:00:31.583000,59761.0003655440,-0.0197453922,float
2022-07-01 00:00:31.839000,59761.0003685069,-0.0202835295,float
2022-07-01 00:00:32.095000,59761.0003714699,-0.0209959937,float
2022-07-01 00:00:32.351000,59761.0003744329,-0.0213705628,float
2022-07-01 00:00:32.607000,59761.0003773958,-0.0220876096,float
2022-07-01 00:00:32.863000,59761.0003803588,-0.0220302010,float
2022-07-01 00:00:33.119000,59761.0003833218,-0.0224910271,float
2022-07-01 00:00:33.375000,59761.0003862847,-0.0229111653,float
2022-07-01 00:00:33.631000,59761.0003892477,-0.0233264960,float
2022-07-01 00:00:33.887000,59761.0003922106,-0.0243050482,float
2022-07-01 00:00:34.143000,59761.0003951736,-0.0246192494,float
2022-07-01 00:00:34.399000,59761.0003981366,-0.0247057686,float
2022-07-01 00:00:34.655000,59761.0004010995,-0.0253895913,float
2022-07-01 00:00:34.911000,59761.0004040625,-0.0256209700,float
2022-07-01 00:00:35.167000,59761.0004070255,-0.0263395493,float
2022-07-01 00:00:35.423000,59761.0004099884,-0.0267727599,float
2022-07-01 00:00:35.679000,59761.0004129514,-0.0269790903,float
2022-07-01 00:00:35.935000,59761.0004159144,-0.0274707630,float
2022-07-01 00:00:36.191000,59761.0004188773,-0.0280583693,float
2022-07-01 00:00:36.447000,59761.0004218403,-0.0285562071,float
2022-07-01 00:00:36.703000,59761.0004248032,-0.0289063037,float
2022-07-01 00:00:36.959000,59761.0004277662,-0.0293837243,float
2022-07-01 00:00:37.215000,59761.0004307292,-0.0295643547,float
2022-07-01 00:00:37.471000,59761.0004336921,-0.0297255077,float
2022-07-01 00:00:37.727000,59761.0004366551,-0.0305192735,float
2022-07-01 00:00:37.983000,59761.0004396181,-0.0313408037,float
2022-07-01 00:00:38.239000,59761.0004425810,-0.0314146121,float
2022-07-01 00:00:38.495000,59761.0004455440,-0.0313909600,float
2022-07-01 00:00:38.751000,59761.0004485069,-0.0310400721,float
2022-07-01 00:00:39.007000,59761.0004514699,-0.0313010535,float
2022-07-01 00:00:39.263000,59761.0004544329,-0.0312594611,float
2022-07-01 00:00:39.519000,59761.0004573958,-0.0315345032,float
2022-07-01 00:00:39.775000,59761.0004603588,-0.0316134492,float
2022-07-01 00:00:40.031000,59761.0004633218,-0.0314249806,float
2022-07-01 00:00:40.287000,59761.0004662847,-0.0312428213,float
2022-07-01 00:00:40.543000,59761.0004692477,-0.0312990788,float
2022-07-01 00:00:40.799000,59761.0004722106,-0.0313998374,float
2022-07-01 00:00:41.055000,59761.0004751736,-0.0309610382,float
2022-07-01 00:00:41.311000,59761.0004781366,-0.0309590116,float
2022-07-01 00:00:41.567000,59761.0004810995,-0.0310465570,float
2022-07-01 00:00:41.823000,59761.0004840625,-0.0305843686,float
2022-07-01 00:00:42.079000,59761.0004870255,-0.0304245852,float
2022-07-01 00:00:42.335000,59761.0004899884,-0.0300561107,float
2022-07-01 00:00:42.591000,59761.0004929514,-0.0302499535,float
2022-07-01 00:00:42.847000,59761.0004959144,-0.0302724843,float
2022-07-01 00:00:43.103000,59761.0004988773,-0.0301282110,float
2022-07-01 00:00:43.359000,59761.0005018403,-0.0300917762,float
2022-07-01 00:00:43.615000,59761.0005048032,-0.0298217786,float
2022-07-01 00:00:43.871000,59761.0005077662,-0.0296304831,float
2022-07-01 00:00:44.127000,59761.0005107292,-0.0285097204,float
2022-07-01 00:00:44.383000,59761.0005136921,-0.0283135530,float
2022-07-01 00:00:44.639000,59761.0005166551,-0.0283548964,float
2022-07-01 00:00:44.895000,59761.0005196181,-0.0275667279,float
2022-07-01 00:00:45.151000,59761.0005225810,-0.0271101135,float
2022-07-01 00:00:45.407000,59761.0005255440,-0.0268967975,float
2022-07-01 00:00:45.663000,59761.0005285069,-0.0259437840,float
2022-07-01 00:00:45.919000,59761.0005314699,-0.0247490155,float
2022-07-01 00:00:46.175000,59761.0005344329,-0.0234046362,float
2022-07-01 00:00:46.431000,59761.0005373958,-0.0231772342,float
2022-07-01 00:00:46.687000,59761.0005403588,-0.0230530971,float
2022-07-01 00:00:46.943000,59761.0005433218,-0.0223558646,float
2022-07-01 00:00:47.199000,59761.0005462847,-0.0215307247,float
2022-07-01 00:00:47.455000,59761.0005492477,-0.0204134699,float
2022-07-01 00:00:47.711000,59761.0005522107,-0.0194560216,float
2022-07-01 00:00:47.967000,59761.0005551736,-0.0184149791,float
2022-07-01 00:00:48.223000,59761.0005581366,-0.0176321712,float
2022-07-01 00:00:48.479000,59761.0005610995,-0.0165576070,float
2022-07-01 00:00:48.735000,59761.0005640625,-0.0158098141,float
2022-07-01 00:00:48.991000,59761.0005670255,-0.0151214398,float
2022-07-01 00:00:49.247000,59761.0005699884,-0.0141879498,float
2022-07-01 00:00:49.503000,59761.0005729514,-0.0132471788,float
2022-07-01 00:00:49.759000,59761.0005759144,-0.0124889453,float
2022-07-01 00:00:50.015000,59761.0005788773,-0.0114970913,float
2022-07-01 00:00:50.271000,59761.0005818403,-0.0107205788,float
2022-07-01 00:00:50.527000,59761.0005848032,-0.0097501356,float
2022-07-01 00:00:50.783000,59761.0005877662,-0.0093036585,float
2022-07-01 00:00:51.039000,59761.0005907292,-0.0088994657,float
2022-07-01 00:00:51.295000,59761.0005936921,-0.0086086618,float
2022-07-01 00:00:51.551000,59761.0005966551,-0.0078766426,float
2022-07-01 00:00:51.807000,59761.0005996181,-0.0071636698,float
2022-07-01 00:00:52.063000,59761.0006025810,-0.0067436115,float
2022-07-01 00:00:52.319000,59761.0006055440,-0.0059996831,float
2022-07-01 00:00:52.575000,59761.0006085069,-0.0053038692,float
2022-07-01 00:00:52.831000,59761.0006114699,-0.0048993645,float
2022-07-01 00:00:53.087000,59761.0006144329,-0.0050567147,float
2022-07-01 00:00:53.343000,59761.0006173958,-0.0047051120,float
2022-07-01 00:00:53.599000,59761.0006203588,-0.0050473854,float
2022-07-01 00:00:53.855000,59761.0006233218,-0.0046561431,float
2022-07-01 00:00:54.111000,59761.0006262847,-0.0035795222,float
2022-07-01 00:00:54.367000,59761.0006292477,-0.0039152676,float
2022-07-01 00:00:54.623000,59761.0006322106,-0.0044186302,float
2022-07-01 00:00:54.879000,59761.0006351736,-0.0045897897,float
2022-07-01 00:00:55.135000,59761.0006381366,-0.0050128781,float
2022-07-01 00:00:55.391000,59761.0006410995,-0.0053900390,float
2022-07-01 00:00:55.647000,59761.0006440625,-0.0060311863,float
2022-07-01 00:00:55.903000,59761.0006470255,-0.0062099595,float
2022-07-01 00:00:56.159000,59761.0006499884,-0.0061309415,float
2022-07-01 00:00:56.415000,59761.0006529514,-0.0062137175,float
2022-07-01 00:00:56.671000,59761.0006559144,-0.0068362230,float
2022-07-01 00:00:56.927000,59761.0006588773,-0.0076802061,float
2022-07-01 00:00:57.183000,59761.0006618403,-0.0081304120,float
2022-07-01 00:00:57.439000,59761.0006648032,-0.0084402132,float
2022-07-01 00:00:57.695000,59761.0006677662,-0.0090942703,float
2022-07-01 00:00:57.951000,59761.0006707292,-0.0098364202,float
2022-07-01 00:00:58.207000,59761.0006736921,-0.0105792310,float
2022-07-01 00:00:58.463000,59761.0006766551,-0.0112211208,float
2022-07-01 00:00:58.719000,59761.0006796181,-0.0112551557,float
2022-07-01 00:00:58.975000,59761.0006825810,-0.0117151444,float
2022-07-01 00:00:59.231000,59761.0006855440,-0.0119773522,float
2022-07-01 00:00:59.487000,59761.0006885069,-0.0120892050,float
2022-07-01 00:00:59.743000,59761.0006914699,-0.0123949545,float
2022-07-01 00:00:59.999000,59761.0006944329,-0.0128217424,float
2022-07-01 00:01:00.255000,59761.0006973958,-0.0133194042,float
2022-07-01 00:01:00.511000,59761.0007003588,-0.0136796308,float
2022-07-01 00:01:00.767000,59761.0007033218,-0.0139192653,float
2022-07-01 00:01:01.023000,59761.0007062847,-0.0139394199,float
2022-07-01 00:01:01.279000,59761.0007092477,-0.0137724804,float
2022-07-01 00:01:01.535000,59761.0007122106,-0.0138270670,float
2022-07-01 00:01:01.791000,59761.0007151736,-0.0140406521,float
2022-07-01 00:01:02.047000,59761.0007181366,-0.0141629630,float
2022-07-01 00:01:02.303000,59761.0007210995,-0.0152809609,float
2022-07-01 00:01:02.559000,59761.0007240625,-0.0150195952,float
2022-07-01 00:01:02.815000,59761.0007270255,-0.0153613285,float
2022-07-01 00:01:03.071000,59761.0007299884,-0.0152026529,float
2022-07-01 00:01:03.327000,59761.0007329514,-0.0156825165,float
2022-07-01 00:01:03.583000,59761.0007359143,-0.0159854038,float
2022-07-01 00:01:03.839000,59761.0007388773,-0.0156542800,float
2022-07-01 00:01:04.095000,59761.0007418403,-0.0154621156,float
2022-07-01 00:01:04.351000,59761.0007448032,-0.0154593362,float
2022-07-01 00:01:04.607000,59761.0007477662,-0.0155984512,float
2022-07-01 00:01:04.863000,59761.0007507292,-0.0157120120,float
2022-07-01 00:01:05.119000,59761.0007536921,-0.0156329083,float
2022-07-01 00:01:05.375000,59761.0007566551,-0.0154838023,float
2022-07-01 00:01:05.631000,59761.0007596181,-0.0154947343,float
2022-07-01 00:01:05.887000,59761.0007625810,-0.0153372641,float
2022-07-01 00:01:06.143000,59761.0007655440,-0.0155180500,float
2022-07-01 00:01:06.399000,59761.0007685069,-0.0153013368,float
2022-07-01 00:01:06.655000,59761.0007714699,-0.0152487151,float
2022-07-01 00:01:06.911000,59761.0007744329,-0.0151797362,float
2022-07-01 00:01:07.167000,59761.0007773958,-0.0147164364,float
2022-07-01 00:01:07.423000,59761.0007803588,-0.0145683391,float
2022-07-01 00:01:07.679000,59761.0007833218,-0.0141150368,float
2022-07-01 00:01:07.935000,59761.0007862847,-0.0143124063,float
2022-07-01 00:01:08.191000,59761.0007892477,-0.0139975457,float
2022-07-01 00:01:08.447000,59761.0007922106,-0.0141460447,float
2022-07-01 00:01:08.703000,59761.0007951736,-0.0142669641,float
2022-07-01 00:01:08.959000,59761.0007981366,-0.0146050289,float
2022-07-01 00:01:09.215000,59761.0008010995,-0.0140899927,float
2022-07-01 00:01:09.471000,59761.0008040625,-0.0145213749,float
2022-07-01 00:01:09.727000,59761.0008070255,-0.0145623582,float
2022-07-01 00:01:09.983000,59761.0008099884,-0.0142301104,float
2022-07-01 00:01:10.239000,59761.0008129514,-0.0138609595,float
2022-07-01 00:01:10.495000,59761.0008159144,-0.0137774843,float
2022-07-01 00:01:10.751000,59761.0008188773,-0.0136355533,float
2022-07-01 00:01:11.007000,59761.0008218403,-0.0134526264,float
2022-07-01 00:01:11.263000,59761.0008248032,-0.0127356905,float
2022-07-01 00:01:11.519000,59761.0008277662,-0.0124177539,float
2022-07-01 00:01:11.775000,59761.0008307292,-0.0124626708,float
2022-07-01 00:01:12.031000,59761.0008336921,-0.0125380126,float
2022-07-01 00:01:12.287000,59761.0008366551,-0.0121689512,float
2022-07-01 00:01:12.543000,59761.0008396181,-0.0117862789,float
2022-07-01 00:01:12.799000,59761.0008425810,-0.0111937662,float
2022-07-01 00:01:13.055000,59761.0008455440,-0.0109815493,float
2022-07-01 00:01:13.311000,59761.0008485069,-0.0110233630,float
2022-07-01 00:01:13.567000,59761.0008514699,-0.0102752328,float
2022-07-01 00:01:13.823000,59761.0008544329,-0.0099358823,float
2022-07-01 00:01:14.079000,59761.0008573958,-0.0093987728,float
2022-07-01 00:01:14.335000,59761.0008603588,-0.0087655388,float
2022-07-01 00:01:14.591000,59761.0008633218,-0.0083924590,float
2022-07-01 00:01:14.847000,59761.0008662847,-0.0080057215,float
2022-07-01 00:01:15.103000,59761.0008692477,-0.0071602984,float
2022-07-01 00:01:15.359000,59761.0008722107,-0.0071930087,float
2022-07-01 00:01:15.615000,59761.0008751736,-0.0075653262,float
2022-07-01 00:01:15.871000,59761.0008781366,-0.0076256466,float
2022-07-01 00:01:16.127000,59761.0008810995,-0.0073737323,float
2022-07-01 00:01:16.383000,59761.0008840625,-0.0069036713,float
2022-07-01 00:01:16.639000,59761.0008870255,-0.0067637336,float
2022-07-01 00:01:16.895000,59761.0008899884,-0.0066162961,float
2022-07-01 00:01:17.151000,59761.0008929514,-0.0064737667,float
2022-07-01 00:01:17.407000,59761.0008959144,-0.0063029605,float
2022-07-01 00:01:17.663000,59761.0008988773,-0.0060167141,float
2022-07-01 00:01:17.919000,59761.0009018403,-0.0057399485,float
2022-07-01 00:01:18.175000,59761.0009048032,-0.0056936013,float
2022-07-01 00:01:18.431000,59761.0009077662,-0.0056836824,float
2022-07-01 00:01:18.687000,59761.0009107292,-0.0060824508,float
2022-07-01 00:01:18.943000,59761.0009136921,-0.0062421344,float
2022-07-01 00:01:19.199000,59761.0009166551,-0.0063067466,float
2022-07-01 00:01:19.455000,59761.0009196181,-0.0061180064,float
2022-07-01 00:01:19.711000,59761.0009225810,-0.0059177992,float
2022-07-01 00:01:19.967000,59761.0009255440,-0.0064866561,float
2022-07-01 00:01:20.223000,59761.0009285069,-0.0069106259,float
2022-07-01 00:01:20.479000,59761.0009314699,-0.0068739660,float
2022-07-01 00:01:20.735000,59761.0009344329,-0.0073167340,float
2022-07-01 00:01:20.991000,59761.0009373958,-0.0075928384,float
2022-07-01 00:01:21.247000,59761.0009403588,-0.0078601973,float
2022-07-01 00:01:21.503000,59761.0009433218,-0.0083480025,float
2022-07-01 00:01:21.759000,59761.0009462847,-0.0086941243,float
2022-07-01 00:01:22.015000,59761.0009492477,-0.0096641584,float
2022-07-01 00:01:22.271000,59761.0009522106,-0.0100140605,float
2022-07-01 00:01:22.527000,59761.0009551736,-0.0109189083,float
2022-07-01 00:01:22.783000,59761.0009581366,-0.0116797995,float
2022-07-01 00:01:23.039000,59761.0009610995,-0.0122387346,float
2022-07-01 00:01:23.295000,59761.0009640625,-0.0125444884,float
2022-07-01 00:01:23.551000,59761.0009670255,-0.0133174767,float
2022-07-01 00:01:23.807000,59761.0009699884,-0.0136028637,float
2022-07-01 00:01:24.063000,59761.0009729514,-0.0139732410,float
2022-07-01 00:01:24.319000,59761.0009759144,-0.0143519705,float
2022-07-01 00:01:24.575000,59761.0009788773,-0.0154020054,float
2022-07-01 00:01:24.831000,59761.0009818403,-0.0155399674,float
2022-07-01 00:01:25.087000,59761.0009848032,-0.0164460007,float
2022-07-01 00:01:25.343000,59761.0009877662,-0.0174495563,float
2022-07-01 00:01:25.599000,59761.0009907292,-0.0179951885,float
2022-07-01 00:01:25.855000,59761.0009936921,-0.0185982205,float
2022-07-01 00:01:26.111000,59761.0009966551,-0.0189838909,float
2022-07-01 00:01:26.367000,59761.0009996181,-0.0197376901,float
2022-07-01 00:01:26.623000,59761.0010025810,-0.0205322601,float
2022-07-01 00:01:26.879000,59761.0010055440,-0.0205109207,float
2022-07-01 00:01:27.135000,59761.0010085069,-0.0211841366,float
2022-07-01 00:01:27.391000,59761.0010114699,-0.0215635690,float
2022-07-01 00:01:27.647000,59761.0010144329,-0.0219709302,float
2022-07-01 00:01:27.903000,59761.0010173958,-0.0225058554,float
2022-07-01 00:01:28.159000,59761.0010203588,-0.0230683156,float
2022-07-01 00:01:28.415000,59761.0010233218,-0.0234754795,float
2022-07-01 00:01:28.671000,59761.0010262847,-0.0237624304,float
2022-07-01 00:01:28.927000,59761.0010292477,-0.0243517432,float
2022-07-01 00:01:29.183000,59761.0010322106,-0.0250212918,float
2022-07-01 00:01:29.439000,59761.0010351736,-0.0251912355,float
2022-07-01 00:01:29.695000,59761.0010381366,-0.0257883289,float
2022-07-01 00:01:29.951000,59761.0010410995,-0.0255707172,float
2022-07-01 00:01:30.207000,59761.0010440625,-0.0254843663,float
2022-07-01 00:01:30.463000,59761.0010470255,-0.0256189356,float
2022-07-01 00:01:30.719000,59761.0010499884,-0.0256225698,float
2022-07-01 00:01:30.975000,59761.0010529514,-0.0257123076,float
2022-07-01 00:01:31.231000,59761.0010559143,-0.0263095760,float
2022-07-01 00:01:31.487000,59761.0010588773,-0.0260776352,float
2022-07-01 00:01:31.743000,59761.0010618403,-0.0259333639,float
2022-07-01 00:01:31.999000,59761.0010648032,-0.0259718616,float
2022-07-01 00:01:32.255000,59761.0010677662,-0.0258279865,float
2022-07-01 00:01:32.511000,59761.0010707292,-0.0261385570,float
2022-07-01 00:01:32.767000,59761.0010736921,-0.0259881191,float
2022-07-01 00:01:33.023000,59761.0010766551,-0.0259792903,float
2022-07-01 00:01:33.279000,59761.0010796181,-0.0253256896,float
2022-07-01 00:01:33.535000,59761.0010825810,-0.0249235647,float
2022-07-01 00:01:33.791000,59761.0010855440,-0.0246763012,float
2022-07-01 00:01:34.047000,59761.0010885069,-0.0240173365,float
2022-07-01 00:01:34.303000,59761.0010914699,-0.0233857510,float
2022-07-01 00:01:34.559000,59761.0010944329,-0.0231177707,float
2022-07-01 00:01:34.815000,59761.0010973958,-0.0223481436,float
2022-07-01 00:01:35.071000,59761.0011003588,-0.0219610655,float
2022-07-01 00:01:35.327000,59761.0011033218,-0.0210403821,float
2022-07-01 00:01:35.583000,59761.0011062847,-0.0211492718,float
2022-07-01 00:01:35.839000,59761.0011092477,-0.0208001615,float
2022-07-01 00:01:36.095000,59761.0011122107,-0.0200323105,float
2022-07-01 00:01:36.351000,59761.0011151736,-0.0192833504,float
2022-07-01 00:01:36.607000,59761.0011181366,-0.0190709038,float
2022-07-01 00:01:36.863000,59761.0011210995,-0.0183554349,float
2022-07-01 00:01:37.119000,59761.0011240625,-0.0180312166,float
2022-07-01 00:01:37.375000,59761.0011270255,-0.0178358641,float
2022-07-01 00:01:37.631000,59761.0011299884,-0.0178362714,float
2022-07-01 00:01:37.887000,59761.0011329514,-0.0174630043,float
2022-07-01 00:01:38.143000,59761.0011359144,-0.0170630853,float
2022-07-01 00:01:38.399000,59761.0011388773,-0.0169467585,float
2022-07-01 00:01:38.655000,59761.0011418403,-0.0167018634,float
2022-07-01 00:01:38.911000,59761.0011448032,-0.0166658952,float
2022-07-01 00:01:39.167000,59761.0011477662,-0.0167225285,float
2022-07-01 00:01:39.423000,59761.0011507292,-0.0167815734,float
2022-07-01 00:01:39.679000,59761.0011536921,-0.0169063697,float
2022-07-01 00:01:39.935000,59761.0011566551,-0.0166115138,float
2022-07-01 00:01:40.191000,59761.0011596181,-0.0162606782,float
2022-07-01 00:01:40.447000,59761.0011625810,-0.0159102043,float
2022-07-01 00:01:40.703000,59761.0011655440,-0.0161202391,float
2022-07-01 00:01:40.959000,59761.0011685069,-0.0163503971,float
2022-07-01 00:01:41.215000,59761.0011714699,-0.0162006277,float
2022-07-01 00:01:41.471000,59761.0011744329,-0.0161829715,float
2022-07-01 00:01:41.727000,59761.0011773958,-0.0166206752,float
2022-07-01 00:01:41.983000,59761.0011803588,-0.0167834637,float
2022-07-01 00:01:42.239000,59761.0011833218,-0.0165446523,float
2022-07-01 00:01:42.495000,59761.0011862847,-0.0167550295,float
2022-07-01 00:01:42.751000,59761.0011892477,-0.0169166516,float
2022-07-01 00:01:43.007000,59761.0011922106,-0.0170358710,float
2022-07-01 00:01:43.263000,59761.0011951736,-0.0171440641,float
2022-07-01 00:01:43.519000,59761.0011981366,-0.0173110019,float
2022-07-01 00:01:43.775000,59761.0012010995,-0.0177634156,float
2022-07-01 00:01:44.031000,59761.0012040625,-0.0183871026,float
2022-07-01 00:01:44.287000,59761.0012070255,-0.0183981312,float
2022-07-01 00:01:44.543000,59761.0012099884,-0.0188256227,float
