theTime,MJD,euvalue,sqldataType
2022-07-01 00:00:17.759000,59761.0002055440,0.1089757083,float
2022-07-01 00:00:18.015000,59761.0002085069,0.1088589418,float
2022-07-01 00:00:18.271000,59761.0002114699,0.1086052279,float
2022-07-01 00:00:18.527000,59761.0002144329,0.1082750563,float
2022-07-01 00:00:18.783000,59761.0002173958,0.1079212186,float
2022-07-01 00:00:19.039000,59761.0002203588,0.1070858459,float
2022-07-01 00:00:19.295000,59761.0002233218,0.1060296395,float
2022-07-01 00:00:19.551000,59761.0002262847,0.1050469588,float
2022-07-01 00:00:19.807000,59761.0002292477,0.1043492009,float
2022-07-01 00:00:20.063000,59761.0002322106,0.1043002170,float
2022-07-01 00:00:20.319000,59761.0002351736,0.1040184213,float
2022-07-01 00:00:20.575000,59761.0002381366,0.1036390521,float
2022-07-01 00:00:20.831000,59761.0002410995,0.1040343059,float
2022-07-01 00:00:21.087000,59761.0002440625,0.1042405801,float
2022-07-01 00:00:21.343000,59761.0002470255,0.1039281679,float
2022-07-01 00:00:21.599000,59761.0002499884,0.1038299998,float
2022-07-01 00:00:21.855000,59761.0002529514,0.1037328975,float
2022-07-01 00:00:22.111000,59761.0002559144,0.1032612132,float
2022-07-01 00:00:22.367000,59761.0002588773,0.1025590354,float
2022-07-01 00:00:22.623000,59761.0002618403,0.1020375984,float
2022-07-01 00:00:22.879000,59761.0002648032,0.1018494203,float
2022-07-01 00:00:23.135000,59761.0002677662,0.1020341817,float
2022-07-01 00:00:23.391000,59761.0002707292,0.1021390486,float
2022-07-01 00:00:23.647000,59761.0002736921,0.1026410161,float
2022-07-01 00:00:23.903000,59761.0002766551,0.1031507246,float
2022-07-01 00:00:24.159000,59761.0002796181,0.1039250736,float
2022-07-01 00:00:24.415000,59761.0002825810,0.1045909511,float
2022-07-01 00:00:24.671000,59761.0002855440,0.1045109158,float
2022-07-01 00:00:24.927000,59761.0002885069,0.1050728131,float
2022-07-01 00:00:25.183000,59761.0002914699,0.1055102393,float
2022-07-01 00:00:25.439000,59761.0002944329,0.1054938604,float
2022-07-01 00:00:25.695000,59761.0002973958,0.1056930280,float
2022-07-01 00:00:25.951000,59761.0003003588,0.1050395072,float
2022-07-01 00:00:26.207000,59761.0003033218,0.1050515555,float
2022-07-01 00:00:26.463000,59761.0003062847,0.1045237490,float
2022-07-01 00:00:26.719000,59761.0003092477,0.1049007179,float
2022-07-01 00:00:26.975000,59761.0003122107,0.1052984729,float
2022-07-01 00:00:27.231000,59761.0003151736,0.1058478785,float
2022-07-01 00:00:27.487000,59761.0003181366,0.1059548634,float
2022-07-01 00:00:27.743000,59761.0003210995,0.1060473011,float
2022-07-01 00:00:27.999000,59761.0003240625,0.1059089598,float
2022-07-01 00:00:28.255000,59761.0003270255,0.1064320535,float
2022-07-01 00:00:28.511000,59761.0003299884,0.1064719713,float
2022-07-01 00:00:28.767000,59761.0003329514,0.1060294979,float
2022-07-01 00:00:29.023000,59761.0003359144,0.1060596012,float
2022-07-01 00:00:29.279000,59761.0003388773,0.1058452640,float
2022-07-01 00:00:29.535000,59761.0003418403,0.1055323853,float
2022-07-01 00:00:29.791000,59761.0003448032,0.1055760035,float
2022-07-01 00:00:30.047000,59761.0003477662,0.1058979046,float
2022-07-01 00:00:30.303000,59761.0003507292,0.1061843533,float
2022-07-01 00:00:30.559000,59761.0003536921,0.1066584481,float
2022-07-01 00:00:30.815000,59761.0003566551,0.1068882532,float
2022-07-01 00:00:31.071000,59761.0003596181,0.1076697547,float
2022-07-01 00:00:31.327000,59761.0003625810,0.1086339607,float
2022-07-01 00:00:31.583000,59761.0003655440,0.1087010705,float
2022-07-01 00:00:31.839000,59761.0003685069,0.1094871271,float
2022-07-01 00:00:32.095000,59761.0003714699,0.1095341203,float
2022-07-01 00:00:32.351000,59761.0003744329,0.1102391597,float
2022-07-01 00:00:32.607000,59761.0003773958,0.1107639899,float
2022-07-01 00:00:32.863000,59761.0003803588,0.1103661457,float
2022-07-01 00:00:33.119000,59761.0003833218,0.1105769256,float
2022-07-01 00:00:33.375000,59761.0003862847,0.1107531380,float
2022-07-01 00:00:33.631000,59761.0003892477,0.1107799131,float
2022-07-01 00:00:33.887000,59761.0003922106,0.1114179361,float
2022-07-01 00:00:34.143000,59761.0003951736,0.1122492202,float
2022-07-01 00:00:34.399000,59761.0003981366,0.1128113052,float
2022-07-01 00:00:34.655000,59761.0004010995,0.1133049057,float
2022-07-01 00:00:34.911000,59761.0004040625,0.1136773015,float
2022-07-01 00:00:35.167000,59761.0004070255,0.1141225821,float
2022-07-01 00:00:35.423000,59761.0004099884,0.1142155447,float
2022-07-01 00:00:35.679000,59761.0004129514,0.1138906303,float
2022-07-01 00:00:35.935000,59761.0004159144,0.1141917369,float
2022-07-01 00:00:36.191000,59761.0004188773,0.1139290820,float
2022-07-01 00:00:36.447000,59761.0004218403,0.1132606692,float
2022-07-01 00:00:36.703000,59761.0004248032,0.1134602714,float
2022-07-01 00:00:36.959000,59761.0004277662,0.1143282132,float
2022-07-01 00:00:37.215000,59761.0004307292,0.1146789093,float
2022-07-01 00:00:37.471000,59761.0004336921,0.1149687501,float
2022-07-01 00:00:37.727000,59761.0004366551,0.1156381282,float
2022-07-01 00:00:37.983000,59761.0004396181,0.1167035439,float
2022-07-01 00:00:38.239000,59761.0004425810,0.1172941048,float
2022-07-01 00:00:38.495000,59761.0004455440,0.1176042557,float
2022-07-01 00:00:38.751000,59761.0004485069,0.1175037939,float
2022-07-01 00:00:39.007000,59761.0004514699,0.1170688600,float
2022-07-01 00:00:39.263000,59761.0004544329,0.1168877781,float
2022-07-01 00:00:39.519000,59761.0004573958,0.1164301066,float
2022-07-01 00:00:39.775000,59761.0004603588,0.1154941594,float
2022-07-01 00:00:40.031000,59761.0004633218,0.1153161467,float
2022-07-01 00:00:40.287000,59761.0004662847,0.1151918176,float
2022-07-01 00:00:40.543000,59761.0004692477,0.1154406046,float
2022-07-01 00:00:40.799000,59761.0004722106,0.1159654107,float
2022-07-01 00:00:41.055000,59761.0004751736,0.1162955731,float
2022-07-01 00:00:41.311000,59761.0004781366,0.1165264136,float
2022-07-01 00:00:41.567000,59761.0004810995,0.1168181836,float
2022-07-01 00:00:41.823000,59761.0004840625,0.1167751748,float
2022-07-01 00:00:42.079000,59761.0004870255,0.1164070229,float
2022-07-01 00:00:42.335000,59761.0004899884,0.1157714357,float
2022-07-01 00:00:42.591000,59761.0004929514,0.1154811225,float
2022-07-01 00:00:42.847000,59761.0004959144,0.1152310016,float
2022-07-01 00:00:43.103000,59761.0004988773,0.1144518503,float
2022-07-01 00:00:43.359000,59761.0005018403,0.1144574738,float
2022-07-01 00:00:43.615000,59761.0005048032,0.1143562286,float
2022-07-01 00:00:43.871000,59761.0005077662,0.1143099741,float
2022-07-01 00:00:44.127000,59761.0005107292,0.1142907390,float
2022-07-01 00:00:44.383000,59761.0005136921,0.1144264459,float
2022-07-01 00:00:44.639000,59761.0005166551,0.1142539446,float
2022-07-01 00:00:44.895000,59761.0005196181,0.1140323791,float
2022-07-01 00:00:45.151000,59761.0005225810,0.1136026155,float
2022-07-01 00:00:45.407000,59761.0005255440,0.1127309792,float
2022-07-01 00:00:45.663000,59761.0005285069,0.1115800171,float
2022-07-01 00:00:45.919000,59761.0005314699,0.1110393183,float
2022-07-01 00:00:46.175000,59761.0005344329,0.1101350856,float
2022-07-01 00:00:46.431000,59761.0005373958,0.1095561316,float
2022-07-01 00:00:46.687000,59761.0005403588,0.1084918346,float
2022-07-01 00:00:46.943000,59761.0005433218,0.1079186297,float
2022-07-01 00:00:47.199000,59761.0005462847,0.1076461063,float
2022-07-01 00:00:47.455000,59761.0005492477,0.1073877179,float
2022-07-01 00:00:47.711000,59761.0005522107,0.1072450555,float
2022-07-01 00:00:47.967000,59761.0005551736,0.1072269430,float
2022-07-01 00:00:48.223000,59761.0005581366,0.1065575774,float
2022-07-01 00:00:48.479000,59761.0005610995,0.1058929817,float
2022-07-01 00:00:48.735000,59761.0005640625,0.1051496496,float
2022-07-01 00:00:48.991000,59761.0005670255,0.1044358438,float
2022-07-01 00:00:49.247000,59761.0005699884,0.1045031116,float
2022-07-01 00:00:49.503000,59761.0005729514,0.1040093926,float
2022-07-01 00:00:49.759000,59761.0005759144,0.1038951985,float
2022-07-01 00:00:50.015000,59761.0005788773,0.1034975091,float
2022-07-01 00:00:50.271000,59761.0005818403,0.1031882368,float
2022-07-01 00:00:50.527000,59761.0005848032,0.1027619561,float
2022-07-01 00:00:50.783000,59761.0005877662,0.1021639241,float
2022-07-01 00:00:51.039000,59761.0005907292,0.1020975352,float
2022-07-01 00:00:51.295000,59761.0005936921,0.1019085483,float
2022-07-01 00:00:51.551000,59761.0005966551,0.1017380380,float
2022-07-01 00:00:51.807000,59761.0005996181,0.1015127246,float
2022-07-01 00:00:52.063000,59761.0006025810,0.1015466781,float
2022-07-01 00:00:52.319000,59761.0006055440,0.1016408687,float
2022-07-01 00:00:52.575000,59761.0006085069,0.1018153810,float
2022-07-01 00:00:52.831000,59761.0006114699,0.1020964552,float
2022-07-01 00:00:53.087000,59761.0006144329,0.1020965487,float
2022-07-01 00:00:53.343000,59761.0006173958,0.1015305136,float
2022-07-01 00:00:53.599000,59761.0006203588,0.1013931613,float
2022-07-01 00:00:53.855000,59761.0006233218,0.1011458003,float
2022-07-01 00:00:54.111000,59761.0006262847,0.1006861742,float
2022-07-01 00:00:54.367000,59761.0006292477,0.1007691167,float
2022-07-01 00:00:54.623000,59761.0006322106,0.1006211314,float
2022-07-01 00:00:54.879000,59761.0006351736,0.1007009057,float
2022-07-01 00:00:55.135000,59761.0006381366,0.1006905629,float
2022-07-01 00:00:55.391000,59761.0006410995,0.1008507228,float
2022-07-01 00:00:55.647000,59761.0006440625,0.1008701977,float
2022-07-01 00:00:55.903000,59761.0006470255,0.1010469177,float
2022-07-01 00:00:56.159000,59761.0006499884,0.1012246250,float
2022-07-01 00:00:56.415000,59761.0006529514,0.1009869717,float
2022-07-01 00:00:56.671000,59761.0006559144,0.1004731399,float
2022-07-01 00:00:56.927000,59761.0006588773,0.1001294526,float
2022-07-01 00:00:57.183000,59761.0006618403,0.0993078290,float
2022-07-01 00:00:57.439000,59761.0006648032,0.0989155295,float
2022-07-01 00:00:57.695000,59761.0006677662,0.0984266595,float
2022-07-01 00:00:57.951000,59761.0006707292,0.0986976248,float
2022-07-01 00:00:58.207000,59761.0006736921,0.0989995917,float
2022-07-01 00:00:58.463000,59761.0006766551,0.0988706946,float
2022-07-01 00:00:58.719000,59761.0006796181,0.0988529183,float
2022-07-01 00:00:58.975000,59761.0006825810,0.0986062437,float
2022-07-01 00:00:59.231000,59761.0006855440,0.0987581836,float
2022-07-01 00:00:59.487000,59761.0006885069,0.0986304959,float
2022-07-01 00:00:59.743000,59761.0006914699,0.0984420219,float
2022-07-01 00:00:59.999000,59761.0006944329,0.0980493293,float
2022-07-01 00:01:00.255000,59761.0006973958,0.0977297627,float
2022-07-01 00:01:00.511000,59761.0007003588,0.0974001342,float
2022-07-01 00:01:00.767000,59761.0007033218,0.0976657181,float
2022-07-01 00:01:01.023000,59761.0007062847,0.0972828314,float
2022-07-01 00:01:01.279000,59761.0007092477,0.0970688716,float
2022-07-01 00:01:01.535000,59761.0007122106,0.0969867348,float
2022-07-01 00:01:01.791000,59761.0007151736,0.0971812146,float
2022-07-01 00:01:02.047000,59761.0007181366,0.0976900798,float
2022-07-01 00:01:02.303000,59761.0007210995,0.0982164461,float
2022-07-01 00:01:02.559000,59761.0007240625,0.0980886263,float
2022-07-01 00:01:02.815000,59761.0007270255,0.0982565544,float
2022-07-01 00:01:03.071000,59761.0007299884,0.0982593848,float
2022-07-01 00:01:03.327000,59761.0007329514,0.0982278328,float
2022-07-01 00:01:03.583000,59761.0007359143,0.0984112422,float
2022-07-01 00:01:03.839000,59761.0007388773,0.0980633868,float
2022-07-01 00:01:04.095000,59761.0007418403,0.0979218397,float
2022-07-01 00:01:04.351000,59761.0007448032,0.0980171137,float
2022-07-01 00:01:04.607000,59761.0007477662,0.0979225747,float
2022-07-01 00:01:04.863000,59761.0007507292,0.0980713674,float
2022-07-01 00:01:05.119000,59761.0007536921,0.0980185066,float
2022-07-01 00:01:05.375000,59761.0007566551,0.0981126088,float
2022-07-01 00:01:05.631000,59761.0007596181,0.0982871137,float
2022-07-01 00:01:05.887000,59761.0007625810,0.0983711521,float
2022-07-01 00:01:06.143000,59761.0007655440,0.0987357657,float
2022-07-01 00:01:06.399000,59761.0007685069,0.0996030661,float
2022-07-01 00:01:06.655000,59761.0007714699,0.1004612141,float
2022-07-01 00:01:06.911000,59761.0007744329,0.1007853699,float
2022-07-01 00:01:07.167000,59761.0007773958,0.1006485326,float
2022-07-01 00:01:07.423000,59761.0007803588,0.1006194802,float
2022-07-01 00:01:07.679000,59761.0007833218,0.1002792756,float
2022-07-01 00:01:07.935000,59761.0007862847,0.1006773079,float
2022-07-01 00:01:08.191000,59761.0007892477,0.1006260625,float
2022-07-01 00:01:08.447000,59761.0007922106,0.1010221523,float
2022-07-01 00:01:08.703000,59761.0007951736,0.1008278335,float
2022-07-01 00:01:08.959000,59761.0007981366,0.1014072980,float
2022-07-01 00:01:09.215000,59761.0008010995,0.1022397473,float
2022-07-01 00:01:09.471000,59761.0008040625,0.1030311965,float
2022-07-01 00:01:09.727000,59761.0008070255,0.1038618368,float
2022-07-01 00:01:09.983000,59761.0008099884,0.1046552779,float
2022-07-01 00:01:10.239000,59761.0008129514,0.1055100711,float
2022-07-01 00:01:10.495000,59761.0008159144,0.1058891079,float
2022-07-01 00:01:10.751000,59761.0008188773,0.1059206181,float
2022-07-01 00:01:11.007000,59761.0008218403,0.1054760483,float
2022-07-01 00:01:11.263000,59761.0008248032,0.1051079628,float
2022-07-01 00:01:11.519000,59761.0008277662,0.1046861169,float
2022-07-01 00:01:11.775000,59761.0008307292,0.1047831229,float
2022-07-01 00:01:12.031000,59761.0008336921,0.1056092094,float
2022-07-01 00:01:12.287000,59761.0008366551,0.1056587237,float
2022-07-01 00:01:12.543000,59761.0008396181,0.1062305717,float
2022-07-01 00:01:12.799000,59761.0008425810,0.1070222845,float
2022-07-01 00:01:13.055000,59761.0008455440,0.1075569895,float
2022-07-01 00:01:13.311000,59761.0008485069,0.1083560211,float
2022-07-01 00:01:13.567000,59761.0008514699,0.1090480474,float
2022-07-01 00:01:13.823000,59761.0008544329,0.1095398287,float
2022-07-01 00:01:14.079000,59761.0008573958,0.1096693313,float
2022-07-01 00:01:14.335000,59761.0008603588,0.1095869166,float
2022-07-01 00:01:14.591000,59761.0008633218,0.1091122701,float
2022-07-01 00:01:14.847000,59761.0008662847,0.1088571777,float
2022-07-01 00:01:15.103000,59761.0008692477,0.1084744807,float
2022-07-01 00:01:15.359000,59761.0008722107,0.1084466784,float
2022-07-01 00:01:15.615000,59761.0008751736,0.1087874152,float
2022-07-01 00:01:15.871000,59761.0008781366,0.1096117127,float
2022-07-01 00:01:16.127000,59761.0008810995,0.1104167361,float
2022-07-01 00:01:16.383000,59761.0008840625,0.1111024897,float
2022-07-01 00:01:16.639000,59761.0008870255,0.1120611415,float
2022-07-01 00:01:16.895000,59761.0008899884,0.1125672908,float
2022-07-01 00:01:17.151000,59761.0008929514,0.1129859073,float
2022-07-01 00:01:17.407000,59761.0008959144,0.1128571681,float
2022-07-01 00:01:17.663000,59761.0008988773,0.1127850067,float
2022-07-01 00:01:17.919000,59761.0009018403,0.1124469231,float
2022-07-01 00:01:18.175000,59761.0009048032,0.1120694151,float
2022-07-01 00:01:18.431000,59761.0009077662,0.1120965147,float
2022-07-01 00:01:18.687000,59761.0009107292,0.1122645056,float
2022-07-01 00:01:18.943000,59761.0009136921,0.1128886281,float
2022-07-01 00:01:19.199000,59761.0009166551,0.1130142689,float
2022-07-01 00:01:19.455000,59761.0009196181,0.1129584597,float
2022-07-01 00:01:19.711000,59761.0009225810,0.1135788349,float
2022-07-01 00:01:19.967000,59761.0009255440,0.1144064721,float
2022-07-01 00:01:20.223000,59761.0009285069,0.1146733573,float
2022-07-01 00:01:20.479000,59761.0009314699,0.1147920957,float
2022-07-01 00:01:20.735000,59761.0009344329,0.1147470326,float
2022-07-01 00:01:20.991000,59761.0009373958,0.1146933256,float
2022-07-01 00:01:21.247000,59761.0009403588,0.1146357496,float
2022-07-01 00:01:21.503000,59761.0009433218,0.1147606128,float
2022-07-01 00:01:21.759000,59761.0009462847,0.1143755189,float
2022-07-01 00:01:22.015000,59761.0009492477,0.1141738068,float
2022-07-01 00:01:22.271000,59761.0009522106,0.1141639288,float
2022-07-01 00:01:22.527000,59761.0009551736,0.1143341414,float
2022-07-01 00:01:22.783000,59761.0009581366,0.1148587320,float
2022-07-01 00:01:23.039000,59761.0009610995,0.1151967151,float
2022-07-01 00:01:23.295000,59761.0009640625,0.1158134556,float
2022-07-01 00:01:23.551000,59761.0009670255,0.1169683625,float
2022-07-01 00:01:23.807000,59761.0009699884,0.1169384618,float
2022-07-01 00:01:24.063000,59761.0009729514,0.1171618214,float
2022-07-01 00:01:24.319000,59761.0009759144,0.1166276207,float
2022-07-01 00:01:24.575000,59761.0009788773,0.1165981775,float
2022-07-01 00:01:24.831000,59761.0009818403,0.1165032517,float
2022-07-01 00:01:25.087000,59761.0009848032,0.1163180877,float
2022-07-01 00:01:25.343000,59761.0009877662,0.1160049236,float
2022-07-01 00:01:25.599000,59761.0009907292,0.1161018994,float
2022-07-01 00:01:25.855000,59761.0009936921,0.1165590391,float
2022-07-01 00:01:26.111000,59761.0009966551,0.1165527667,float
2022-07-01 00:01:26.367000,59761.0009996181,0.1168225877,float
2022-07-01 00:01:26.623000,59761.0010025810,0.1175723890,float
2022-07-01 00:01:26.879000,59761.0010055440,0.1179248196,float
2022-07-01 00:01:27.135000,59761.0010085069,0.1182119976,float
2022-07-01 00:01:27.391000,59761.0010114699,0.1181033630,float
2022-07-01 00:01:27.647000,59761.0010144329,0.1177074106,float
2022-07-01 00:01:27.903000,59761.0010173958,0.1177057191,float
2022-07-01 00:01:28.159000,59761.0010203588,0.1172881999,float
2022-07-01 00:01:28.415000,59761.0010233218,0.1168466449,float
2022-07-01 00:01:28.671000,59761.0010262847,0.1168446769,float
2022-07-01 00:01:28.927000,59761.0010292477,0.1167497672,float
2022-07-01 00:01:29.183000,59761.0010322106,0.1167912806,float
2022-07-01 00:01:29.439000,59761.0010351736,0.1171593770,float
2022-07-01 00:01:29.695000,59761.0010381366,0.1174391564,float
2022-07-01 00:01:29.951000,59761.0010410995,0.1173097491,float
2022-07-01 00:01:30.207000,59761.0010440625,0.1173305447,float
2022-07-01 00:01:30.463000,59761.0010470255,0.1174215618,float
2022-07-01 00:01:30.719000,59761.0010499884,0.1174781696,float
2022-07-01 00:01:30.975000,59761.0010529514,0.1175036934,float
2022-07-01 00:01:31.231000,59761.0010559143,0.1169737285,float
2022-07-01 00:01:31.487000,59761.0010588773,0.1163914752,float
2022-07-01 00:01:31.743000,59761.0010618403,0.1159644156,float
2022-07-01 00:01:31.999000,59761.0010648032,0.1160900766,float
2022-07-01 00:01:32.255000,59761.0010677662,0.1157647793,float
2022-07-01 00:01:32.511000,59761.0010707292,0.1154250181,float
2022-07-01 00:01:32.767000,59761.0010736921,0.1148780645,float
2022-07-01 00:01:33.023000,59761.0010766551,0.1149100045,float
2022-07-01 00:01:33.279000,59761.0010796181,0.1145927815,float
2022-07-01 00:01:33.535000,59761.0010825810,0.1142857015,float
2022-07-01 00:01:33.791000,59761.0010855440,0.1139909920,float
2022-07-01 00:01:34.047000,59761.0010885069,0.1134453699,float
2022-07-01 00:01:34.303000,59761.0010914699,0.1127449864,float
2022-07-01 00:01:34.559000,59761.0010944329,0.1125745666,float
2022-07-01 00:01:34.815000,59761.0010973958,0.1116493206,float
2022-07-01 00:01:35.071000,59761.0011003588,0.1110554373,float
2022-07-01 00:01:35.327000,59761.0011033218,0.1104195872,float
2022-07-01 00:01:35.583000,59761.0011062847,0.1099786556,float
2022-07-01 00:01:35.839000,59761.0011092477,0.1092588867,float
2022-07-01 00:01:36.095000,59761.0011122107,0.1086250466,float
2022-07-01 00:01:36.351000,59761.0011151736,0.1073431386,float
2022-07-01 00:01:36.607000,59761.0011181366,0.1069057626,float
2022-07-01 00:01:36.863000,59761.0011210995,0.1064102042,float
2022-07-01 00:01:37.119000,59761.0011240625,0.1060273719,float
2022-07-01 00:01:37.375000,59761.0011270255,0.1058120961,float
2022-07-01 00:01:37.631000,59761.0011299884,0.1059156049,float
2022-07-01 00:01:37.887000,59761.0011329514,0.1052893428,float
2022-07-01 00:01:38.143000,59761.0011359144,0.1045389936,float
2022-07-01 00:01:38.399000,59761.0011388773,0.1043065067,float
2022-07-01 00:01:38.655000,59761.0011418403,0.1035664717,float
2022-07-01 00:01:38.911000,59761.0011448032,0.1021746973,float
2022-07-01 00:01:39.167000,59761.0011477662,0.1011057456,float
2022-07-01 00:01:39.423000,59761.0011507292,0.1002181138,float
2022-07-01 00:01:39.679000,59761.0011536921,0.0999153258,float
2022-07-01 00:01:39.935000,59761.0011566551,0.0993816018,float
2022-07-01 00:01:40.191000,59761.0011596181,0.0990270766,float
2022-07-01 00:01:40.447000,59761.0011625810,0.0987014691,float
2022-07-01 00:01:40.703000,59761.0011655440,0.0987983234,float
2022-07-01 00:01:40.959000,59761.0011685069,0.0989980439,float
2022-07-01 00:01:41.215000,59761.0011714699,0.0987128106,float
2022-07-01 00:01:41.471000,59761.0011744329,0.0979902158,float
2022-07-01 00:01:41.727000,59761.0011773958,0.0973768562,float
2022-07-01 00:01:41.983000,59761.0011803588,0.0965818641,float
2022-07-01 00:01:42.239000,59761.0011833218,0.0957820259,float
2022-07-01 00:01:42.495000,59761.0011862847,0.0949916667,float
2022-07-01 00:01:42.751000,59761.0011892477,0.0944964570,float
2022-07-01 00:01:43.007000,59761.0011922106,0.0938259156,float
2022-07-01 00:01:43.263000,59761.0011951736,0.0939378548,float
2022-07-01 00:01:43.519000,59761.0011981366,0.0942415543,float
2022-07-01 00:01:43.775000,59761.0012010995,0.0946870501,float
2022-07-01 00:01:44.031000,59761.0012040625,0.0950661722,float
2022-07-01 00:01:44.287000,59761.0012070255,0.0946644891,float
2022-07-01 00:01:44.543000,59761.0012099884,0.0942040787,float
2022-07-01 00:01:44.799000,59761.0012129514,0.0941201355,float
2022-07-01 00:01:45.055000,59761.0012159144,0.0935535540,float
2022-07-01 00:01:45.311000,59761.0012188773,0.0932049717,float
2022-07-01 00:01:45.567000,59761.0012218403,0.0931661133,float
2022-07-01 00:01:45.823000,59761.0012248032,0.0926722401,float
2022-07-01 00:01:46.079000,59761.0012277662,0.0927269593,float
2022-07-01 00:01:46.335000,59761.0012307292,0.0929593547,float
2022-07-01 00:01:46.591000,59761.0012336921,0.0931906025,float
2022-07-01 00:01:46.847000,59761.0012366551,0.0931501118,float
2022-07-01 00:01:47.103000,59761.0012396181,0.0932101897,float
2022-07-01 00:01:47.359000,59761.0012425810,0.0934699227,float
2022-07-01 00:01:47.615000,59761.0012455440,0.0934033835,float
2022-07-01 00:01:47.871000,59761.0012485069,0.0936005593,float
